"","source","id","type","date","year","decade","lat","lon","source2","type_gbif","state","acceptedNameUsage","accessRights","adm1","adm2","associatedOccurrences","associatedReferences","associatedSequences","associatedTaxa","basisOfRecord","bed","behavior","bibliographicCitation","catalogNumber","class","classKey","cloc","collectionCode","collectionID","continent","coordinatePrecision","coordinateUncertaintyInMeters","country","crawlId","created","dataGeneralizations","datasetID","datasetKey","datasetName","dateIdentified","day","depth","depthAccuracy","disposition","dynamicProperties","earliestAgeOrLowestStage","earliestEonOrLowestEonothem","earliestEpochOrLowestSeries","earliestEraOrLowestErathem","earliestPeriodOrLowestSystem","elevation","elevationAccuracy","endDayOfYear","establishmentMeans","eventDate","eventID","eventRemarks","eventTime","family","familyKey","fieldNotes","fieldNumber","formation","fullCountry","gbifID","genericName","genus","genusKey","geodeticDatum","geologicalContextID","georeferencedBy","georeferencedDate","georeferenceProtocol","georeferenceRemarks","georeferenceSources","georeferenceVerificationStatus","group","habitat","higherClassification","higherGeography","highestBiostratigraphicZone","http://unknown.org/classs","http://unknown.org/occurrenceDetails","identificationID","identificationQualifier","identificationRemarks","identificationVerificationStatus","identifiedBy","identifier","individualCount","informationWithheld","infraspecificEpithet","institutionCode","institutionID","island","islandGroup","ISO2","key","kingdom","kingdomKey","language","lastCrawled","lastInterpreted","lastParsed","latestAgeOrHighestStage","latestEonOrHighestEonothem","latestEpochOrHighestSeries","latestEraOrHighestErathem","latestPeriodOrHighestSystem","license","lifeStage","lithostratigraphicTerms","locality","locationAccordingTo","locationID","locationRemarks","lowestBiostratigraphicZone","member","modified","month","municipality","nameAccordingTo","namePublishedInYear","nomenclaturalCode","occurrenceID","occurrenceRemarks","occurrenceStatus","order","orderKey","organismID","otherCatalogNumbers","ownerInstitutionCode","parentNameUsage","phylum","phylumKey","preparations","previousIdentifications","protocol","publishingCountry","publishingOrgKey","recordedBy","recordNumber","references","reproductiveCondition","rights","rightsHolder","samplingEffort","samplingProtocol","scientificName","scientificNameID","sex","species","speciesKey","specificEpithet","startDayOfYear","taxonConceptID","taxonID","taxonKey","taxonomicStatus","taxonRank","taxonRemarks","typeStatus","typifiedName","verbatimCoordinateSystem","verbatimElevation","verbatimEventDate","verbatimLocality","verbatimSRS","verbatimTaxonRank","vernacularName","waterBody","downloadDate"
"3512","GBIF","GBIF85","specimen",1928-10-19,1928,"1920s",45.25,-123.75,"UCLA","PhysicalObject","Oregon",NA,"http://vertnet.org/resources/norms.html","Oregon","Tillamook",NA,NA,NA,NA,"PRESERVED_SPECIMEN",NA,NA,NA,"17451","Mammalia",359,"BLAINE, Oregon, Tillamook, United States, NORTH_AMERICA","Mammals",NA,"NORTH_AMERICA",NA,NA,"United States",45,NA,NA,NA,"8631295a-f762-11e1-a439-00145eb45e9a",NA,NA,19,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"293","NATIVE","1928-10-19T00:00:00.000+0000",NA,NA,NA,"Erethizontidae",5498,NA,NA,NA,"United States","177129030","Erethizon","Erethizon",2437593,"WGS84",NA,NA,NA,NA,NA,NA,"requires verification",NA,NA,"RODE | Erethizontidae | Erethizon","NA | USA | OR | TILLAMOOK CO. |  |  |  |",NA,NA,NA,NA,NA,NA,NA,NA,"urn:catalog:UCLA:Mammals:17451",NA,NA,"epixanthus","UCLA","urn:lsid:biocol.org:col:34960",NA,NA,"US",177129030,"Animalia",1,"en","2017-11-02T12:40:42.543+0000","2018-02-04T09:10:33.018+0000","2016-12-24T13:18:17.181+0000",NA,NA,NA,NA,NA,"http://creativecommons.org/publicdomain/zero/1.0/legalcode","ADULT",NA,"BLAINE",NA,NA,NA,NA,NA,"2015-02-26T00:00:00.000+0000",10,NA,NA,NA,"ICZN","urn:catalog:UCLA:Mammals:17451",NA,"present","Rodentia",1459,NA,NA,NA,NA,"Chordata",44,"skin | skull",NA,"DWC_ARCHIVE","US","c0dc3c80-23f9-11dc-98d1-b8a03c50a862","WALKER, A.","723","http://portal.vertnet.org/o/ucla/mammals?id=17451",NA,NA,NA,NA,NA,"Erethizon dorsatus epixanthus Brandt, 1835",NA,"FEMALE","Erethizon dorsatus",6066824,"dorsatus","293",NA,NA,6066827,NA,"SUBSPECIES",NA,NA,NA,NA,NA,"19 OCT 1928","NA | USA | OR | TILLAMOOK CO. | BLAINE",NA,NA,NA,NA,2018-05-18
"3626","GBIF","GBIF86","specimen",1922-07-01,1922,"1920s",45.0080786719934,-117.192456817635,"UMMZ","PhysicalObject","Oregon",NA,"http://vertnet.org/resources/norms.html","Oregon","Baker",NA,NA,NA,NA,"PRESERVED_SPECIMEN",NA,NA,NA,"54595","Mammalia",359,"CORNUCOPIA, Oregon, Baker, United States, NORTH_AMERICA","Mammals","urn:lsid:biocol.org:col:34916","NORTH_AMERICA",NA,13,"United States",54,NA,NA,NA,"6d2cfc0a-9903-40b8-802b-403398218e4a",NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"182","NATIVE","1922-07-01T00:00:00.000+0000",NA,NA,NA,"Erethizontidae",5498,NA,NA,NA,"United States","783945148","Erethizon","Erethizon",2437593,"WGS84",NA,NA,NA,"VertNet Georeferencing Guidelines",NA,"GNIS downloaded Feb 2002","requires verification",NA,NA,"RODENTIA | ERETHIZONTIDAE | ERETHIZON","| USA | Oregon | Baker |  |  |  |",NA,NA,NA,NA,NA,NA,NA,NA,"urn:catalog:UMMZ:Mammals:54595",NA,NA,"epixanthus","UMMZ","urn:lsid:biocol.org:col:34917",NA,NA,"US",783945148,"Animalia",1,"en","2017-10-08T11:03:15.008+0000","2018-02-04T07:27:02.385+0000","2016-12-24T13:38:39.958+0000",NA,NA,NA,NA,NA,"http://creativecommons.org/publicdomain/zero/1.0/legalcode",NA,NA,"CORNUCOPIA",NA,NA,NA,NA,NA,"2015-04-06T00:00:00.000+0000",7,NA,NA,NA,"ICZN","urn:catalog:UMMZ:Mammals:54595",NA,"present","Rodentia",1459,NA,NA,NA,NA,"Chordata",44,"Skeleton | Skin | Skull",NA,"DWC_ARCHIVE","US","6ea87510-0561-11d8-b851-b8a03c50a862","L.R. DICE","978","http://portal.vertnet.org/o/ummz/mammals?id=54595",NA,NA,NA,NA,NA,"Erethizon dorsatus epixanthus Brandt, 1835",NA,"FEMALE","Erethizon dorsatus",6066824,"dorsatus","182",NA,NA,6066827,NA,"SUBSPECIES",NA,NA,NA,"decimal degrees",NA,"1 JUL 1922","USA | OREGON | BAKER | CORNUCOPIA",NA,NA,NA,NA,2018-05-18
"3627","GBIF","GBIF87","specimen",1922-08-18,1922,"1920s",42.7044597569713,-121.995540196235,"UMMZ","PhysicalObject","Oregon",NA,"http://vertnet.org/resources/norms.html","Oregon","Klamath",NA,NA,NA,NA,"PRESERVED_SPECIMEN",NA,NA,NA,"54596","Mammalia",359,"FT.KLAMATH, Oregon, Klamath, United States, NORTH_AMERICA","Mammals","urn:lsid:biocol.org:col:34916","NORTH_AMERICA",NA,497,"United States",54,NA,NA,NA,"6d2cfc0a-9903-40b8-802b-403398218e4a",NA,NA,18,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"230","NATIVE","1922-08-18T00:00:00.000+0000",NA,NA,NA,"Erethizontidae",5498,NA,NA,NA,"United States","783945149","Erethizon","Erethizon",2437593,"WGS84",NA,NA,NA,"VertNet Georeferencing Guidelines",NA,"GNIS downloaded Feb 2002","requires verification",NA,NA,"RODENTIA | ERETHIZONTIDAE | ERETHIZON","| USA | Oregon | Klamath |  |  |  |",NA,NA,NA,NA,NA,NA,NA,NA,"urn:catalog:UMMZ:Mammals:54596",NA,NA,"epixanthus","UMMZ","urn:lsid:biocol.org:col:34917",NA,NA,"US",783945149,"Animalia",1,"en","2017-10-08T11:03:15.003+0000","2018-02-04T07:27:02.673+0000","2016-12-24T13:38:39.968+0000",NA,NA,NA,NA,NA,"http://creativecommons.org/publicdomain/zero/1.0/legalcode",NA,NA,"FT.KLAMATH",NA,NA,NA,NA,NA,"2015-04-06T00:00:00.000+0000",8,NA,NA,NA,"ICZN","urn:catalog:UMMZ:Mammals:54596",NA,"present","Rodentia",1459,NA,NA,NA,NA,"Chordata",44,"skull",NA,"DWC_ARCHIVE","US","6ea87510-0561-11d8-b851-b8a03c50a862","R.T. HATT","1173","http://portal.vertnet.org/o/ummz/mammals?id=54596",NA,NA,NA,NA,NA,"Erethizon dorsatus epixanthus Brandt, 1835",NA,"MALE","Erethizon dorsatus",6066824,"dorsatus","230",NA,NA,6066827,NA,"SUBSPECIES",NA,NA,NA,"decimal degrees",NA,"18 AUG 1922","USA | OREGON | KLAMATH | FT.KLAMATH",NA,NA,NA,NA,2018-05-18
"4456","GBIF","GBIF88","specimen",1913-09-25,1913,"1910s",42.1090890110396,-119.498969781946,"CAS","PhysicalObject","Oregon",NA,NA,"Oregon","Lake Co.",NA,NA,NA,NA,"PRESERVED_SPECIMEN",NA,NA,NA,"841","Mammalia",359,"Guano Valley, Oregon, Lake Co., United States, NORTH_AMERICA","MAM",NA,"NORTH_AMERICA",NA,28580,"United States",254,NA,NA,NA,"6ce7290f-47f6-4046-8356-371f5b6749df",NA,NA,25,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1913-09-25T00:00:00.000+0000",NA,NA,NA,"Erethizontidae",5498,NA,NA,NA,"United States","583446674","Erethizon","Erethizon",2437593,"WGS84",NA,"Gary W. Shugart","2002-07-02 00:00:00.0","MaNIS georeferencing guidelines","midpoint between GNIS N & S ends.","Topo USA 4.0","unverified",NA,NA,"Animalia; Chordata; Mammalia; Rodentia; Erethizontidae","North America; USA; Oregon; Lake Co.",NA,NA,NA,NA,NA,NA,NA,NA,"urn:catalog:CAS:MAM:841",NA,NA,"epixanthus","CAS",NA,NA,NA,"US",583446674,"Animalia",1,"en","2018-05-14T17:08:54.204+0000","2018-02-04T12:13:16.486+0000","2017-03-28T14:02:45.711+0000",NA,NA,NA,NA,NA,"http://creativecommons.org/publicdomain/zero/1.0/legalcode",NA,NA,"Guano Valley",NA,NA,NA,NA,NA,NA,9,NA,NA,NA,NA,"urn:catalog:CAS:MAM:841",NA,NA,"Rodentia",1459,NA,NA,NA,NA,"Chordata",44,"SL",NA,"DWC_ARCHIVE","US","66522820-055c-11d8-b84e-b8a03c50a862","J. P. Herring","12",NA,NA,NA,NA,NA,NA,"Erethizon dorsatus epixanthus Brandt, 1835",NA,NA,"Erethizon dorsatus",6066824,"dorsatus","268",NA,NA,6066827,NA,"SUBSPECIES",NA,NA,NA,NA,NA,"25 Sep 1913",NA,NA,NA,NA,NA,2018-05-18
"5090","GBIF","GBIF89","specimen",NA,NA,"NAs",47.61251,-122.10938,"UWBM","PhysicalObject","Washington",NA,"http://vertnet.org/resources/norms.html","Washington","King County",NA,NA,NA,NA,"PRESERVED_SPECIMEN",NA,NA,NA,"31879","Mammalia",359,"Bellevue; ~2755 Northrup Way, near NW corner of 520 and 405 cloverleaf, Washington, King County, United States, NORTH_AMERICA","Mammal specimens",NA,"NORTH_AMERICA",NA,13,"United States",61,NA,NA,NA,"830eb5d0-f762-11e1-a439-00145eb45e9a",NA,"2017-07-11T00:00:00.000+0000",NA,NA,NA,NA,"ear from notch=34 mm; hind foot with claw=120 mm; tail length=161 mm; total length=720 mm; weight=11.7 kg; reproductive data=scrotal ; verbatim collector=J. Isakson ; verbatim collector=J. Rozdilsky 226 ; sex=male",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"native; dead on road, no molt, very fat","1800/2017-07-11","Erethizontidae",5498,NA,NA,NA,"United States","1702671003","Erethizon","Erethizon",2437593,"WGS84",NA,"unknown","2017-07-11 00:00:00.0","not recorded",NA,"unknown","unverified",NA,NA,"Animalia; Chordata; Mammalia; Rodentia; Erethizontidae;  (Linnaeus, 1758)","North America, United States, Washington, King County",NA,NA,NA,NA,"A",NA,"legacy","unknown","http://arctos.database.museum/guid/UWBM:Mamm:31879?seid=3662271",1,NA,NA,"UWBM","http://biocol.org/urn:lsid:biocol.org:col:34878",NA,NA,"US",1702671003,"Animalia",1,"en","2018-05-09T08:35:32.055+0000","2018-02-02T21:40:10.415+0000","2017-11-29T18:00:05.712+0000",NA,NA,NA,NA,NA,"http://creativecommons.org/publicdomain/zero/1.0/legalcode",NA,NA,"Bellevue; ~2755 Northrup Way, near NW corner of 520 and 405 cloverleaf","unknown",NA,"; VERBATIMCOORDINATESYSTEM: decimal degrees; GEOREFERENCEDBY: Jasmine Gallaher (UWBM); GEOREFERENCEDDATE: 8 Apr 1999; GEOREFERENCESOURCES: Topo USA 4.0; GEOREFERENCEVERIFICATIONSTATUS: requires verification",NA,NA,"2017-07-25T20:35:51.000+0000",NA,NA,NA,NA,"ICZN","http://arctos.database.museum/guid/UWBM:Mamm:31879?seid=3662271",NA,NA,"Rodentia",1459,"http://arctos.database.museum/guid/UWBM:Mamm:31879",NA,NA,NA,"Chordata",44,"skeleton; skin, study","<i>Erethizon dorsatum</i> (accepted ID) identified by unknown on 2017-07-11; method: legacy","DWC_ARCHIVE","US","06fcbbf0-0562-11d8-b851-b8a03c50a862",NA,NA,"http://arctos.database.museum/guid/UWBM:Mamm:31879",NA,NA,NA,NA,NA,"Erethizon dorsatus (Linnaeus, 1758)",NA,"MALE","Erethizon dorsatus",6066824,"dorsatus",NA,NA,NA,6066824,NA,"SPECIES",NA,NA,NA,"decimal degrees",NA,"11 or 12|","USA | Washington | King | Bellevue; ~2755 Northrup Way, near NW corner of 520 and 405 cloverleaf",NA,NA,NA,NA,2018-05-18
"5334","GBIF","GBIF90","specimen",NA,NA,"NAs",47.0797237261116,-122.051202008963,"PSM","PhysicalObject","Washington",NA,"http://vertnet.org/resources/norms.html","Washington","Pierce",NA,NA,NA,NA,"PRESERVED_SPECIMEN",NA,NA,NA,"Mammal-26341","Mammalia",359,"Carbonado, Washington, Pierce, United States, NORTH_AMERICA","Mammal",NA,"NORTH_AMERICA",NA,1300,"United States",57,NA,NA,NA,"8eddc200-f535-4c65-9b4d-f723eafe607e",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"NATIVE",NA,NA,NA,NA,"Erethizontidae",5498,NA,NA,NA,"United States","812662044","Erethizon","Erethizon",2437593,"WGS84",NA,"John Rozdilsky (UWBM)","4/6/2003",NA,NA,"GNIS","requires verification",NA,NA,"Mammalia | Rodentia | Erethizontidae | Erethizon","| USA | Washington | Pierce |  |  |  |",NA,NA,NA,NA,NA,NA,NA,NA,"urn:catalog:PSM:Mammal:Mammal-26341",NA,NA,NA,"PSM","urn:lsid:biocol.org:col:34825",NA,NA,"US",812662044,"Animalia",1,"en","2017-10-08T11:02:28.908+0000","2018-02-04T15:56:19.738+0000","2016-12-24T11:30:14.069+0000",NA,NA,NA,NA,NA,"http://creativecommons.org/publicdomain/zero/1.0/legalcode",NA,NA,"Carbonado",NA,NA,NA,NA,NA,"2016-05-26T00:00:00.000+0000",NA,NA,NA,NA,"ICZN","urn:catalog:PSM:Mammal:Mammal-26341",NA,"present","Rodentia",1459,NA,NA,NA,NA,"Chordata",44,NA,NA,"DWC_ARCHIVE","US","f56c5f80-055c-11d8-b84e-b8a03c50a862","S. Johnson",NA,"http://portal.vertnet.org/o/psm/mammal?id=mammal-26341",NA,NA,NA,NA,NA,"Erethizon dorsatus (Linnaeus, 1758)",NA,"FEMALE","Erethizon dorsatus",6066824,"dorsatus",NA,NA,NA,6066824,NA,"SPECIES",NA,NA,NA,"decimal degrees",NA,NA,"USA | Washington | Pierce | Carbonado",NA,NA,NA,NA,2018-05-18
"5578","GBIF","GBIF91","specimen",NA,NA,"NAs",42.0025976109496,-118.633246718217,"MVZ","PhysicalObject","Oregon",NA,"http://www.vertnet.org/resources/norms.html","Oregon","Harney County",NA,NA,NA,NA,"PRESERVED_SPECIMEN",NA,NA,NA,"47244","Mammalia",359,"vicinity of Denio, Oregon, Harney County, United States, NORTH_AMERICA","Mammal specimens","urn:lsid:biocol.org:col:34904","NORTH_AMERICA",NA,17717.27,"United States",92,NA,NA,NA,"0daed095-478a-4af6-abf5-18acb790fbb2",NA,"1999-01-27T00:00:00.000+0000",NA,NA,NA,NA,"sex=female",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1931-05-01/1931-05-31","Erethizontidae",5498,NA,NA,NA,"United States","1145838752","Erethizon","Erethizon",2437593,"WGS84",NA,"Gary W. Shugart","2002-07-02 00:00:00.0","MaNIS georeferencing guidelines",NA,"GNIS downloaded Feb 2002","unverified",NA,NA,"Animalia; Chordata; Mammalia; Rodentia; Erethizontidae;","North America, United States, Oregon, Harney County",NA,NA,NA,NA,"A",NA,"legacy","Museum of Vertebrate Zoology, University of California, Berkeley","http://arctos.database.museum/guid/MVZ:Mamm:47244?seid=347133",1,NA,"epixanthus","MVZ","urn:lsid:biocol.org:col:34777",NA,NA,"US",1145838752,"Animalia",1,"en","2018-05-08T18:47:06.091+0000","2018-05-08T18:48:48.172+0000","2018-05-08T18:47:06.448+0000",NA,NA,NA,NA,NA,"http://creativecommons.org/publicdomain/zero/1.0/legalcode",NA,NA,"vicinity of Denio","Gary W. Shugart",NA,NA,NA,NA,"2018-04-21T01:23:40.000+0000",NA,NA,NA,NA,"ICZN","http://arctos.database.museum/guid/MVZ:Mamm:47244?seid=347133",NA,NA,"Rodentia",1459,"http://arctos.database.museum/guid/MVZ:Mamm:47244",NA,NA,NA,"Chordata",44,"skull","<i>Erethizon dorsatum epixanthum</i> (accepted ID) identified by Museum of Vertebrate Zoology, University of California, Berkeley on 1999-01-27; method: legacy","DWC_ARCHIVE","US","8edbbde0-055e-11d8-b850-b8a03c50a862","Collector(s): R. W. Young",NA,"http://arctos.database.museum/guid/MVZ:Mamm:47244",NA,NA,NA,NA,NA,"Erethizon dorsatus epixanthus Brandt, 1835",NA,"FEMALE","Erethizon dorsatus",6066824,"dorsatus",NA,NA,NA,6066827,NA,"SUBSPECIES",NA,NA,NA,"decimal degrees",NA,"May 1931","vicinity Denio",NA,NA,NA,NA,2018-05-18
"5646","GBIF","GBIF92","specimen",NA,NA,"NAs",44.1376,-120.740402,"YPM","PhysicalObject","Oregon",NA,"Open Access, http://creativecommons.org/publicdomain/zero/1.0/; see Yale Peabody policies at: http://hdl.handle.net/10079/8931zqj","Oregon","Crook County",NA,"|",NA,NA,"PRESERVED_SPECIMEN",NA,NA,"Erethizon dorsatum epixanthum (YPM MAM 007287)","YPM MAM 007287","Mammalia",359,"Oregon, Crook County, United States, NORTH_AMERICA","VZ",NA,"NORTH_AMERICA",NA,39467,"United States",1454,NA,NA,NA,"854f602e-f762-11e1-a439-00145eb45e9a",NA,NA,NA,NA,NA,NA,"{ ""solr_long_lat"": ""-120.7404022,44.13759995"" }",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Erethizontidae",5498,NA,NA,NA,"United States","1039525629","Erethizon","Erethizon",2437593,"WGS84",NA,"Loic Bocat",NA,"digital resource",NA,"VertNet",NA,NA,NA,"Animalia; Chordata; Vertebrata; Amniota; Mammalia; Theriiformes-----Theria-Placentalia-Epitheria; Preptotheria-Anagalida-Simplicidentata; Rodentia; Hystricognatha; Hystricognathi; Erethizontidae","North America; USA; Oregon; Crook County; Crooked River",NA,NA,NA,NA,NA,NA,NA,NA,"urn:uuid:b5ea6de2-b37c-4edb-b6c6-74015fa708fb",1,NA,"epixanthus","YPM",NA,NA,NA,"US",1039525629,"Animalia",1,"en","2018-04-23T00:12:17.495+0000","2018-02-03T23:25:06.764+0000","2017-10-16T19:13:27.932+0000",NA,NA,NA,NA,NA,"http://creativecommons.org/publicdomain/zero/1.0/legalcode",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Crooked River",NA,NA,"ICZN","urn:uuid:b5ea6de2-b37c-4edb-b6c6-74015fa708fb","skull - Audit notes by PFW: Skull and mandible. Halves of mandible separated at symphysis; has complete lower dentition. Right upper incisor is missing. Left is present, as are cheekteeth. Slight breakage to pterygoid region. Both auditory bullae are int",NA,"Rodentia",1459,NA,"Osteo 1398 (MAM.O.01398)","YPM",NA,"Chordata",44,"skeleton (skull only)","Erethizon dorsatum epixanthum|Erethizon epixanthum","DWC_ARCHIVE","US","2e167bb0-4441-11db-9ba2-b8a03c50a862","Leander S. Davis",NA,"http://collections.peabody.yale.edu/search/Record/YPM-MAM-007287",NA,NA,"Yale Peabody Museum of Natural History",NA,NA,"Erethizon dorsatus epixanthus Brandt, 1835",NA,"MALE","Erethizon dorsatus",6066824,"dorsatus",NA,NA,NA,6066827,NA,"SUBSPECIES","Animals and Plants: Vertebrates - Mammals",NA,NA,NA,NA,NA,NA,NA,NA,"North American Porcupine; porcupines; New World porcupines; hystricognath rodents; rodents; mammals; vertebrates; chordates; animals",NA,2018-05-18
"5801","GBIF","GBIF93","specimen",NA,NA,"NAs",46.7380297377363,-121.566502580423,"UWBM","PhysicalObject","Washington",NA,"http://vertnet.org/resources/norms.html","Washington","Lewis County",NA,NA,NA,NA,"PRESERVED_SPECIMEN",NA,NA,NA,"36000","Mammalia",359,"Mt. Rainier National Park; Ohanapecosh, Washington, Lewis County, United States, NORTH_AMERICA","Mammal specimens",NA,"NORTH_AMERICA",NA,1461,"United States",61,NA,NA,NA,"830eb5d0-f762-11e1-a439-00145eb45e9a",NA,"2017-07-11T00:00:00.000+0000",NA,NA,NA,NA,"ear from notch=35 mm; hind foot with claw=95 mm; tail length=210 mm; total length=850 mm; weight=8.25 kg; verbatim collector=B. Petermann ; verbatim collector=B. Petermann 06 ; sex=male",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"native","1800/2017-07-11","Erethizontidae",5498,NA,NA,NA,"United States","1702675030","Erethizon","Erethizon",2437593,"WGS84",NA,"unknown","2017-07-11 00:00:00.0","not recorded",NA,"unknown","unverified",NA,NA,"Animalia; Chordata; Mammalia; Rodentia; Erethizontidae;  (Linnaeus, 1758)","North America, United States, Washington, Lewis County, Mount Rainier National Park",NA,NA,NA,NA,"A",NA,"legacy","unknown","http://arctos.database.museum/guid/UWBM:Mamm:36000?seid=3663545",1,NA,NA,"UWBM","http://biocol.org/urn:lsid:biocol.org:col:34878",NA,NA,"US",1702675030,"Animalia",1,"en","2018-05-09T08:35:40.948+0000","2018-02-02T21:40:13.070+0000","2017-11-29T18:00:10.078+0000",NA,NA,NA,NA,NA,"http://creativecommons.org/publicdomain/zero/1.0/legalcode",NA,NA,"Mt. Rainier National Park; Ohanapecosh","unknown",NA,"; VERBATIMCOORDINATESYSTEM: decimal degrees; GEOREFERENCEDBY: Jasmine Gallaher (UWBM); GEOREFERENCEDDATE: 7 Apr 1999; GEOREFERENCESOURCES: GNIS; GEOREFERENCEVERIFICATIONSTATUS: requires verification",NA,NA,"2017-07-14T20:24:19.000+0000",NA,NA,NA,NA,"ICZN","http://arctos.database.museum/guid/UWBM:Mamm:36000?seid=3663545",NA,NA,"Rodentia",1459,"http://arctos.database.museum/guid/UWBM:Mamm:36000",NA,NA,NA,"Chordata",44,"skeleton","<i>Erethizon dorsatum</i> (accepted ID) identified by unknown on 2017-07-11; method: legacy","DWC_ARCHIVE","US","06fcbbf0-0562-11d8-b851-b8a03c50a862",NA,NA,"http://arctos.database.museum/guid/UWBM:Mamm:36000",NA,NA,NA,NA,NA,"Erethizon dorsatus (Linnaeus, 1758)",NA,"MALE","Erethizon dorsatus",6066824,"dorsatus",NA,NA,NA,6066824,NA,"SPECIES",NA,NA,NA,"decimal degrees",NA,"~9||","USA | Washington | Lewis | Mt. Rainier National Park; Ohanapecosh",NA,NA,NA,NA,2018-05-18
"5854","GBIF","GBIF94","specimen",NA,NA,"NAs",43.2655805853587,-118.843871285034,"UWBM","PhysicalObject","Oregon",NA,"http://vertnet.org/resources/norms.html","Oregon","Harney County",NA,NA,NA,NA,"PRESERVED_SPECIMEN",NA,NA,NA,"38623","Mammalia",359,"Malheur National Wildlife Refuge, Oregon, Harney County, United States, NORTH_AMERICA","Mammal specimens",NA,"NORTH_AMERICA",NA,50870,"United States",61,NA,NA,NA,"830eb5d0-f762-11e1-a439-00145eb45e9a",NA,"2017-07-11T00:00:00.000+0000",NA,NA,NA,NA,"ear from notch=30 mm; hind foot with claw=71 mm; tail length=154 mm; total length=579 mm; weight=3.64 kg; verbatim collector=B. D'Veck ; verbatim collector=X Catalog 348, E. E. Makela ; sex=female",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"native",NA,"Erethizontidae",5498,NA,NA,NA,"United States","1702677551","Erethizon","Erethizon",2437593,"WGS84",NA,"unknown","2017-07-11 00:00:00.0","not recorded",NA,"unknown","unverified",NA,NA,"Animalia; Chordata; Mammalia; Rodentia; Erethizontidae;  (Linnaeus, 1758)","North America, United States, Oregon, Harney County",NA,NA,NA,NA,"A",NA,"legacy","unknown","http://arctos.database.museum/guid/UWBM:Mamm:38623?seid=3639596",1,NA,NA,"UWBM","http://biocol.org/urn:lsid:biocol.org:col:34878",NA,NA,"US",1702677551,"Animalia",1,"en","2018-05-09T08:35:46.444+0000","2018-02-02T21:40:13.544+0000","2017-11-29T18:00:14.078+0000",NA,NA,NA,NA,NA,"http://creativecommons.org/publicdomain/zero/1.0/legalcode",NA,NA,"Malheur National Wildlife Refuge","unknown",NA,"; VERBATIMCOORDINATESYSTEM: decimal degrees; GEOREFERENCEDBY: Gary W. Shugart (PSM); GEOREFERENCEDDATE: 2 Jul 2002; GEOREFERENCESOURCES: GNIS downloaded Feb 2002; GEOREFERENCEVERIFICATIONSTATUS: requires verification",NA,NA,"2017-07-25T20:35:46.000+0000",NA,NA,NA,NA,"ICZN","http://arctos.database.museum/guid/UWBM:Mamm:38623?seid=3639596",NA,NA,"Rodentia",1459,"http://arctos.database.museum/guid/UWBM:Mamm:38623",NA,NA,NA,"Chordata",44,"skeleton; skin, study","<i>Erethizon dorsatum</i> (accepted ID) identified by unknown on 2017-07-11; method: legacy","DWC_ARCHIVE","US","06fcbbf0-0562-11d8-b851-b8a03c50a862",NA,NA,"http://arctos.database.museum/guid/UWBM:Mamm:38623",NA,NA,NA,NA,NA,"Erethizon dorsatus (Linnaeus, 1758)",NA,"FEMALE","Erethizon dorsatus",6066824,"dorsatus",NA,NA,NA,6066824,NA,"SPECIES",NA,NA,NA,"decimal degrees",NA,"||1980-90","USA | Oregon | Harney | Malheur National Wildlife Refuge",NA,NA,NA,NA,2018-05-18
