"","source","id","type","date","year","decade","lat","lon","source2","type_gbif","state","acceptedNameUsage","accessRights","adm1","adm2","associatedOccurrences","associatedReferences","associatedSequences","associatedTaxa","basisOfRecord","bed","behavior","bibliographicCitation","catalogNumber","class","classKey","cloc","collectionCode","collectionID","continent","coordinatePrecision","coordinateUncertaintyInMeters","country","crawlId","created","dataGeneralizations","datasetID","datasetKey","datasetName","dateIdentified","day","depth","depthAccuracy","disposition","dynamicProperties","earliestAgeOrLowestStage","earliestEonOrLowestEonothem","earliestEpochOrLowestSeries","earliestEraOrLowestErathem","earliestPeriodOrLowestSystem","elevation","elevationAccuracy","endDayOfYear","establishmentMeans","eventDate","eventID","eventRemarks","eventTime","family","familyKey","fieldNotes","fieldNumber","formation","fullCountry","gbifID","genericName","genus","genusKey","geodeticDatum","geologicalContextID","georeferencedBy","georeferencedDate","georeferenceProtocol","georeferenceRemarks","georeferenceSources","georeferenceVerificationStatus","group","habitat","higherClassification","higherGeography","highestBiostratigraphicZone","http://unknown.org/classs","http://unknown.org/occurrenceDetails","identificationID","identificationQualifier","identificationRemarks","identificationVerificationStatus","identifiedBy","identifier","individualCount","informationWithheld","infraspecificEpithet","institutionCode","institutionID","island","islandGroup","ISO2","key","kingdom","kingdomKey","language","lastCrawled","lastInterpreted","lastParsed","latestAgeOrHighestStage","latestEonOrHighestEonothem","latestEpochOrHighestSeries","latestEraOrHighestErathem","latestPeriodOrHighestSystem","license","lifeStage","lithostratigraphicTerms","locality","locationAccordingTo","locationID","locationRemarks","lowestBiostratigraphicZone","member","modified","month","municipality","nameAccordingTo","namePublishedInYear","nomenclaturalCode","occurrenceID","occurrenceRemarks","occurrenceStatus","order","orderKey","organismID","otherCatalogNumbers","ownerInstitutionCode","parentNameUsage","phylum","phylumKey","preparations","previousIdentifications","protocol","publishingCountry","publishingOrgKey","recordedBy","recordNumber","references","reproductiveCondition","rights","rightsHolder","samplingEffort","samplingProtocol","scientificName","scientificNameID","sex","species","speciesKey","specificEpithet","startDayOfYear","taxonConceptID","taxonID","taxonKey","taxonomicStatus","taxonRank","taxonRemarks","typeStatus","typifiedName","verbatimCoordinateSystem","verbatimElevation","verbatimEventDate","verbatimLocality","verbatimSRS","verbatimTaxonRank","vernacularName","waterBody","downloadDate"
"2335","GBIF","GBIF53","specimen",1962-07-17,1962,"1960s",46.7308478841139,-120.69920993924,"PSM","PhysicalObject","Washington",NA,"http://vertnet.org/resources/norms.html","Washington","Yakima",NA,NA,NA,NA,"PRESERVED_SPECIMEN",NA,NA,NA,"Mammal-08962","Mammalia",359,"Naches, Washington, Yakima, United States, NORTH_AMERICA","Mammal",NA,"NORTH_AMERICA",NA,978,"United States",57,NA,NA,NA,"8eddc200-f535-4c65-9b4d-f723eafe607e",NA,NA,17,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"198","NATIVE","1962-07-17T00:00:00.000+0000",NA,NA,NA,"Erethizontidae",5498,NA,NA,NA,"United States","812645384","Erethizon","Erethizon",2437593,"WGS84",NA,"John Rozdilsky (UWBM)","4/6/2003",NA,NA,"GNIS","requires verification",NA,NA,"Mammalia | Rodentia | Erethizontidae | Erethizon","| USA | Washington | Yakima |  |  |  |",NA,NA,NA,NA,NA,NA,NA,NA,"urn:catalog:PSM:Mammal:Mammal-08962",NA,NA,NA,"PSM","urn:lsid:biocol.org:col:34825",NA,NA,"US",812645384,"Animalia",1,"en","2017-10-08T11:02:22.999+0000","2018-02-04T15:56:13.898+0000","2016-12-24T11:29:52.124+0000",NA,NA,NA,NA,NA,"http://creativecommons.org/publicdomain/zero/1.0/legalcode",NA,NA,"Naches",NA,NA,NA,NA,NA,"2016-05-26T00:00:00.000+0000",7,NA,NA,NA,"ICZN","urn:catalog:PSM:Mammal:Mammal-08962",NA,"present","Rodentia",1459,NA,NA,NA,NA,"Chordata",44,NA,NA,"DWC_ARCHIVE","US","f56c5f80-055c-11d8-b84e-b8a03c50a862",NA,NA,"http://portal.vertnet.org/o/psm/mammal?id=mammal-08962",NA,NA,NA,NA,NA,"Erethizon dorsatus (Linnaeus, 1758)",NA,"MALE","Erethizon dorsatus",6066824,"dorsatus","198",NA,NA,6066824,NA,"SPECIES",NA,NA,NA,"decimal degrees",NA,NA,"USA | Washington | Yakima | Naches",NA,NA,NA,NA,2018-05-18
"2345","GBIF","GBIF54","specimen",1962-11-15,1962,"1960s",46.0100644811388,-118.119998586624,"UWBM","PhysicalObject","Washington",NA,"http://vertnet.org/resources/norms.html","Washington","Walla Walla County",NA,NA,NA,NA,"PRESERVED_SPECIMEN",NA,NA,NA,"41407","Mammalia",359,"Kooskooskie, Washington, Walla Walla County, United States, NORTH_AMERICA","Mammal specimens",NA,"NORTH_AMERICA",NA,1622,"United States",61,NA,NA,NA,"830eb5d0-f762-11e1-a439-00145eb45e9a",NA,"2017-07-11T00:00:00.000+0000",15,NA,NA,NA,"ear from notch=25 mm; hind foot with claw=100 mm; tail length=229 mm; total length=738 mm; verbatim collector=D. Cram ; verbatim collector=D. Cram ; sex=unknown",NA,NA,NA,NA,NA,NA,NA,"319",NA,"1962-11-15T00:00:00.000+0000",NA,"native",NA,"Erethizontidae",5498,NA,NA,NA,"United States","1702679354","Erethizon","Erethizon",2437593,"WGS84",NA,"unknown","2017-07-11 00:00:00.0","not recorded",NA,"unknown","unverified",NA,NA,"Animalia; Chordata; Mammalia; Rodentia; Erethizontidae;  (Linnaeus, 1758)","North America, United States, Washington, Walla Walla County",NA,NA,NA,NA,"A",NA,"legacy","unknown","http://arctos.database.museum/guid/UWBM:Mamm:41407?seid=3664098",1,NA,NA,"UWBM","http://biocol.org/urn:lsid:biocol.org:col:34878",NA,NA,"US",1702679354,"Animalia",1,"en","2018-05-09T08:35:50.100+0000","2018-02-02T21:40:14.803+0000","2017-11-29T18:00:16.069+0000",NA,NA,NA,NA,NA,"http://creativecommons.org/publicdomain/zero/1.0/legalcode",NA,NA,"Kooskooskie","unknown",NA,"; VERBATIMCOORDINATESYSTEM: decimal degrees; GEOREFERENCEDBY: Jasmine Gallaher (UWBM); GEOREFERENCEDDATE: 7 Apr 1999; GEOREFERENCESOURCES: GNIS; GEOREFERENCEVERIFICATIONSTATUS: requires verification",NA,NA,"2017-07-14T20:28:40.000+0000",11,NA,NA,NA,"ICZN","http://arctos.database.museum/guid/UWBM:Mamm:41407?seid=3664098",NA,NA,"Rodentia",1459,"http://arctos.database.museum/guid/UWBM:Mamm:41407",NA,NA,NA,"Chordata",44,"skin","<i>Erethizon dorsatum</i> (accepted ID) identified by unknown on 2017-07-11; method: legacy","DWC_ARCHIVE","US","06fcbbf0-0562-11d8-b851-b8a03c50a862",NA,NA,"http://arctos.database.museum/guid/UWBM:Mamm:41407",NA,NA,NA,NA,NA,"Erethizon dorsatus (Linnaeus, 1758)",NA,NA,"Erethizon dorsatus",6066824,"dorsatus",NA,NA,NA,6066824,NA,"SPECIES",NA,NA,NA,"decimal degrees",NA,"before 2017-07-11","USA | Washington | Walla Walla | Kooskooskie",NA,NA,NA,NA,2018-05-18
"2410","GBIF","GBIF55","specimen",1960-06-19,1960,"1960s",47.3000615862731,-117.847539965984,"MSU","PhysicalObject","Washington",NA,"http://vertnet.org/resources/norms.html","Washington","Lincoln",NA,NA,NA,NA,"PRESERVED_SPECIMEN",NA,NA,NA,"MR.5080","Mammalia",359,"6 mi. E Sprague, Washington, Lincoln, United States, NORTH_AMERICA","MR","http://grbio.org/cool/qxfg-723q","NORTH_AMERICA",NA,8821,"United States",50,NA,NA,NA,"22a66350-7947-4a49-84a3-39c7c1b0881f",NA,NA,19,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"171","NATIVE","1960-06-19T00:00:00.000+0000",NA,NA,NA,"Erethizontidae",5498,NA,NA,NA,"United States","919447322","Erethizon","Erethizon",2437593,"WGS84",NA,NA,NA,"VertNet Georeferencing Guidelines",NA,NA,"requires verification",NA,NA,"Animalia | Chordata | Mammalia | Rodentia | Erethizontidae | Erethizon","North and Central America | United States | Washington | Lincoln County |  |  |  |",NA,NA,NA,NA,NA,NA,NA,NA,"urn:catalog:MSU:MR:MR.5080",NA,NA,"nigrescens","MSU","http://grbio.org/cool/53w1-8r3k",NA,NA,"US",919447322,"Animalia",1,"en","2017-10-08T08:18:17.360+0000","2018-02-03T23:11:47.599+0000","2016-12-23T04:16:12.401+0000",NA,NA,NA,NA,NA,"http://creativecommons.org/publicdomain/zero/1.0/legalcode",NA,NA,"6 mi. E Sprague",NA,NA,NA,NA,NA,"2015-04-09T00:00:00.000+0000",6,NA,NA,NA,"ICZN","urn:catalog:MSU:MR:MR.5080",NA,"present","Rodentia",1459,NA,NA,NA,NA,"Chordata",44,"skull",NA,"DWC_ARCHIVE","US","311e2740-f15a-11d8-b22f-b8a03c50a862","John Keever Greer","JKG2009","http://portal.vertnet.org/o/msu/mr?id=mr-5080",NA,NA,NA,NA,NA,"Erethizon dorsatum nigrescens",NA,"MALE","Erethizon dorsatus",6066824,"dorsatum","171",NA,NA,8957153,NA,"SUBSPECIES",NA,NA,NA,"decimal degrees",NA,NA,"North and Central America | United States | Washington | Lincoln County | 6 mi. E Sprague",NA,NA,NA,NA,2018-05-18
"2436","GBIF","GBIF56","specimen",1960-07-19,1960,"1960s",46.5155658816548,-121.019774055918,"PSM","PhysicalObject","Washington",NA,"http://vertnet.org/resources/norms.html","Washington","Yakima",NA,NA,NA,NA,"PRESERVED_SPECIMEN",NA,NA,NA,"Mammal-09581","Mammalia",359,"Ahtanum Guard Station, Washington, Yakima, United States, NORTH_AMERICA","Mammal",NA,"NORTH_AMERICA",NA,6127,"United States",57,NA,NA,NA,"8eddc200-f535-4c65-9b4d-f723eafe607e",NA,NA,19,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"201","NATIVE","1960-07-19T00:00:00.000+0000",NA,NA,NA,"Erethizontidae",5498,NA,NA,NA,"United States","812645942","Erethizon","Erethizon",2437593,"WGS84",NA,"John Rozdilsky (UWBM)","4/6/2003",NA,NA,"GNIS","requires verification",NA,NA,"Mammalia | Rodentia | Erethizontidae | Erethizon","| USA | Washington | Yakima |  |  |  |",NA,NA,NA,NA,NA,NA,NA,NA,"urn:catalog:PSM:Mammal:Mammal-09581",NA,NA,NA,"PSM","urn:lsid:biocol.org:col:34825",NA,NA,"US",812645942,"Animalia",1,"en","2017-10-08T11:02:23.178+0000","2018-02-04T15:56:13.838+0000","2016-12-24T11:29:53.693+0000",NA,NA,NA,NA,NA,"http://creativecommons.org/publicdomain/zero/1.0/legalcode",NA,NA,"Ahtanum Guard Station",NA,NA,NA,NA,NA,"2016-05-26T00:00:00.000+0000",7,NA,NA,NA,"ICZN","urn:catalog:PSM:Mammal:Mammal-09581",NA,"present","Rodentia",1459,NA,NA,NA,NA,"Chordata",44,NA,NA,"DWC_ARCHIVE","US","f56c5f80-055c-11d8-b84e-b8a03c50a862","M. L. Johnson",NA,"http://portal.vertnet.org/o/psm/mammal?id=mammal-09581",NA,NA,NA,NA,NA,"Erethizon dorsatus (Linnaeus, 1758)",NA,"FEMALE","Erethizon dorsatus",6066824,"dorsatus","201",NA,NA,6066824,NA,"SPECIES",NA,NA,NA,"decimal degrees",NA,NA,"USA | Washington | Yakima | Ahtanum Guard Station",NA,NA,NA,NA,2018-05-18
"2468","GBIF","GBIF57","specimen",1960-10-25,1960,"1960s",46.0491619446994,-118.388006391494,"UWBM","PhysicalObject","Washington",NA,"http://vertnet.org/resources/norms.html","Washington","Walla Walla County",NA,NA,NA,NA,"PRESERVED_SPECIMEN",NA,NA,NA,"41405","Mammalia",359,"College Place, Washington, Walla Walla County, United States, NORTH_AMERICA","Mammal specimens",NA,"NORTH_AMERICA",NA,3232,"United States",61,NA,NA,NA,"830eb5d0-f762-11e1-a439-00145eb45e9a",NA,"2017-07-11T00:00:00.000+0000",25,NA,NA,NA,"ear from notch=17 mm; hind foot with claw=81 mm; tail length=190 mm; total length=515 mm; verbatim collector=C. O. Shultz ; verbatim collector=C. O. Shultz ; sex=female",NA,NA,NA,NA,NA,NA,NA,"299",NA,"1960-10-25T00:00:00.000+0000",NA,"native",NA,"Erethizontidae",5498,NA,NA,NA,"United States","1702679389","Erethizon","Erethizon",2437593,"WGS84",NA,"unknown","2017-07-11 00:00:00.0","not recorded",NA,"unknown","unverified",NA,NA,"Animalia; Chordata; Mammalia; Rodentia; Erethizontidae;  (Linnaeus, 1758)","North America, United States, Washington, Walla Walla County",NA,NA,NA,NA,"A",NA,"legacy","unknown","http://arctos.database.museum/guid/UWBM:Mamm:41405?seid=3639403",1,NA,NA,"UWBM","http://biocol.org/urn:lsid:biocol.org:col:34878",NA,NA,"US",1702679389,"Animalia",1,"en","2018-05-09T08:35:50.058+0000","2018-02-02T21:40:14.720+0000","2017-11-29T18:00:16.105+0000",NA,NA,NA,NA,NA,"http://creativecommons.org/publicdomain/zero/1.0/legalcode",NA,NA,"College Place","unknown",NA,"; VERBATIMCOORDINATESYSTEM: decimal degrees; GEOREFERENCEDBY: Jasmine Gallaher (UWBM); GEOREFERENCEDDATE: 7 Apr 1999; GEOREFERENCESOURCES: GNIS; GEOREFERENCEVERIFICATIONSTATUS: requires verification",NA,NA,"2017-07-25T20:35:46.000+0000",10,NA,NA,NA,"ICZN","http://arctos.database.museum/guid/UWBM:Mamm:41405?seid=3639403",NA,NA,"Rodentia",1459,"http://arctos.database.museum/guid/UWBM:Mamm:41405",NA,NA,NA,"Chordata",44,"skull; skin, study","<i>Erethizon dorsatum</i> (accepted ID) identified by unknown on 2017-07-11; method: legacy","DWC_ARCHIVE","US","06fcbbf0-0562-11d8-b851-b8a03c50a862",NA,NA,"http://arctos.database.museum/guid/UWBM:Mamm:41405",NA,NA,NA,NA,NA,"Erethizon dorsatus (Linnaeus, 1758)",NA,"FEMALE","Erethizon dorsatus",6066824,"dorsatus",NA,NA,NA,6066824,NA,"SPECIES",NA,NA,NA,"decimal degrees",NA,"before 2017-07-11","USA | Washington | Walla Walla | College Place",NA,NA,NA,NA,2018-05-18
"2469","GBIF","GBIF58","specimen",1960-11-02,1960,"1960s",46.0397595132624,-118.671913727833,"UWBM","PhysicalObject","Washington",NA,"http://vertnet.org/resources/norms.html","Washington","Walla Walla County",NA,NA,NA,NA,"PRESERVED_SPECIMEN",NA,NA,NA,"41403","Mammalia",359,"Touchet, Washington, Walla Walla County, United States, NORTH_AMERICA","Mammal specimens",NA,"NORTH_AMERICA",NA,3392,"United States",61,NA,NA,NA,"830eb5d0-f762-11e1-a439-00145eb45e9a",NA,"2017-07-11T00:00:00.000+0000",2,NA,NA,NA,"ear from notch=17 mm; hind foot with claw=80 mm; tail length=120 mm; total length=610 mm; verbatim collector=M. O. Cheney ; verbatim collector=M. O. Cheney 05 ; sex=female",NA,NA,NA,NA,NA,NA,NA,"307",NA,"1960-11-02T00:00:00.000+0000",NA,"native",NA,"Erethizontidae",5498,NA,NA,NA,"United States","1702679358","Erethizon","Erethizon",2437593,"WGS84",NA,"unknown","2017-07-11 00:00:00.0","not recorded",NA,"unknown","unverified",NA,NA,"Animalia; Chordata; Mammalia; Rodentia; Erethizontidae;  (Linnaeus, 1758)","North America, United States, Washington, Walla Walla County",NA,NA,NA,NA,"A",NA,"legacy","unknown","http://arctos.database.museum/guid/UWBM:Mamm:41403?seid=3639135",1,NA,NA,"UWBM","http://biocol.org/urn:lsid:biocol.org:col:34878",NA,NA,"US",1702679358,"Animalia",1,"en","2018-05-09T08:35:50.058+0000","2018-02-02T21:40:14.697+0000","2017-11-29T18:00:16.073+0000",NA,NA,NA,NA,NA,"http://creativecommons.org/publicdomain/zero/1.0/legalcode",NA,NA,"Touchet","unknown",NA,"; VERBATIMCOORDINATESYSTEM: decimal degrees; GEOREFERENCEDBY: Jasmine Gallaher (UWBM); GEOREFERENCEDDATE: 7 Apr 1999; GEOREFERENCESOURCES: GNIS; GEOREFERENCEVERIFICATIONSTATUS: requires verification",NA,NA,"2017-07-25T20:35:45.000+0000",11,NA,NA,NA,"ICZN","http://arctos.database.museum/guid/UWBM:Mamm:41403?seid=3639135",NA,NA,"Rodentia",1459,"http://arctos.database.museum/guid/UWBM:Mamm:41403",NA,NA,NA,"Chordata",44,"skull; skin, study","<i>Erethizon dorsatum</i> (accepted ID) identified by unknown on 2017-07-11; method: legacy","DWC_ARCHIVE","US","06fcbbf0-0562-11d8-b851-b8a03c50a862",NA,NA,"http://arctos.database.museum/guid/UWBM:Mamm:41403",NA,NA,NA,NA,NA,"Erethizon dorsatus (Linnaeus, 1758)",NA,"FEMALE","Erethizon dorsatus",6066824,"dorsatus",NA,NA,NA,6066824,NA,"SPECIES",NA,NA,NA,"decimal degrees",NA,"before 2017-07-11","USA | Washington | Walla Walla | Touchet",NA,NA,NA,NA,2018-05-18
"2516","GBIF","GBIF59","specimen",1959-10-17,1959,"1950s",44.9312474107928,-120.8540501699,"UWBM","PhysicalObject","Oregon",NA,"http://vertnet.org/resources/norms.html","Oregon","Wasco County",NA,NA,NA,NA,"PRESERVED_SPECIMEN",NA,NA,NA,"20150","Mammalia",359,"Shaniko; 5 mi S, 5 mi W, Oregon, Wasco County, United States, NORTH_AMERICA","Mammal specimens",NA,"NORTH_AMERICA",NA,3428,"United States",61,NA,NA,NA,"830eb5d0-f762-11e1-a439-00145eb45e9a",NA,"2017-07-11T00:00:00.000+0000",17,NA,NA,NA,"ear from notch=25 mm; hind foot with claw=81 mm; tail length=150 mm; total length=660 mm; verbatim collector=L. A. Fredrich ; verbatim collector=L. A. Fredrich 133 ; sex=female",NA,NA,NA,NA,NA,NA,NA,"290",NA,"1959-10-17T00:00:00.000+0000",NA,"native",NA,"Erethizontidae",5498,NA,NA,NA,"United States","1702667658","Erethizon","Erethizon",2437593,"WGS84",NA,"unknown","2017-07-11 00:00:00.0","not recorded",NA,"unknown","unverified",NA,NA,"Animalia; Chordata; Mammalia; Rodentia; Erethizontidae;  (Linnaeus, 1758)","North America, United States, Oregon, Wasco County",NA,NA,NA,NA,"A",NA,"legacy","unknown","http://arctos.database.museum/guid/UWBM:Mamm:20150?seid=3639583",1,NA,NA,"UWBM","http://biocol.org/urn:lsid:biocol.org:col:34878",NA,NA,"US",1702667658,"Animalia",1,"en","2018-05-09T08:35:24.725+0000","2018-02-03T19:53:04.731+0000","2017-11-29T18:00:01.508+0000",NA,NA,NA,NA,NA,"http://creativecommons.org/publicdomain/zero/1.0/legalcode",NA,NA,"Shaniko; 5 mi S, 5 mi W","unknown",NA,"; VERBATIMCOORDINATESYSTEM: decimal degrees; GEOREFERENCEDBY: Gary W. Shugart (PSM); GEOREFERENCEDDATE: 2 Jul 2002; GEOREFERENCESOURCES: GNIS downloaded Feb 2002; GEOREFERENCEVERIFICATIONSTATUS: requires verification",NA,NA,"2017-07-14T17:11:26.000+0000",10,NA,NA,NA,"ICZN","http://arctos.database.museum/guid/UWBM:Mamm:20150?seid=3639583",NA,NA,"Rodentia",1459,"http://arctos.database.museum/guid/UWBM:Mamm:20150",NA,NA,NA,"Chordata",44,"skull","<i>Erethizon dorsatum</i> (accepted ID) identified by unknown on 2017-07-11; method: legacy","DWC_ARCHIVE","US","06fcbbf0-0562-11d8-b851-b8a03c50a862",NA,NA,"http://arctos.database.museum/guid/UWBM:Mamm:20150",NA,NA,NA,NA,NA,"Erethizon dorsatus (Linnaeus, 1758)",NA,"FEMALE","Erethizon dorsatus",6066824,"dorsatus",NA,NA,NA,6066824,NA,"SPECIES",NA,NA,NA,"decimal degrees",NA,"before 2017-07-11","USA | Oregon | Wasco | Shaniko; 5 mi S, 5 mi W",NA,NA,NA,NA,2018-05-18
"2547","GBIF","GBIF60","specimen",1958-06-15,1958,"1950s",44.9674477278156,-120.787649137527,"UWBM","PhysicalObject","Oregon",NA,"http://vertnet.org/resources/norms.html","Oregon","Wasco County",NA,NA,NA,NA,"PRESERVED_SPECIMEN",NA,NA,NA,"20151","Mammalia",359,"Shaniko; 2.5 mi S, 1.75 mi W, Oregon, Wasco County, United States, NORTH_AMERICA","Mammal specimens",NA,"NORTH_AMERICA",NA,1720,"United States",61,NA,NA,NA,"830eb5d0-f762-11e1-a439-00145eb45e9a",NA,"2017-07-11T00:00:00.000+0000",15,NA,NA,NA,"verbatim collector=L. A. Fredrich ; verbatim collector=L. A. Fredrich 20 ; sex=unknown",NA,NA,NA,NA,NA,NA,NA,"166",NA,"1958-06-15T00:00:00.000+0000",NA,"native",NA,"Erethizontidae",5498,NA,NA,NA,"United States","1702667647","Erethizon","Erethizon",2437593,"WGS84",NA,"unknown","2017-07-11 00:00:00.0","not recorded",NA,"unknown","unverified",NA,NA,"Animalia; Chordata; Mammalia; Rodentia; Erethizontidae;  (Linnaeus, 1758)","North America, United States, Oregon, Wasco County",NA,NA,NA,NA,"A",NA,"legacy","unknown","http://arctos.database.museum/guid/UWBM:Mamm:20151?seid=3639545",1,NA,NA,"UWBM","http://biocol.org/urn:lsid:biocol.org:col:34878",NA,NA,"US",1702667647,"Animalia",1,"en","2018-05-09T08:35:24.730+0000","2018-02-03T19:53:05.032+0000","2017-11-29T18:00:01.498+0000",NA,NA,NA,NA,NA,"http://creativecommons.org/publicdomain/zero/1.0/legalcode",NA,NA,"Shaniko; 2.5 mi S, 1.75 mi W","unknown",NA,"; VERBATIMCOORDINATESYSTEM: decimal degrees; GEOREFERENCEDBY: Gary W. Shugart (PSM); GEOREFERENCEDDATE: 2 Jul 2002; GEOREFERENCESOURCES: GNIS downloaded Feb 2002; GEOREFERENCEVERIFICATIONSTATUS: requires verification",NA,NA,"2017-07-14T17:11:07.000+0000",6,NA,NA,NA,"ICZN","http://arctos.database.museum/guid/UWBM:Mamm:20151?seid=3639545",NA,NA,"Rodentia",1459,"http://arctos.database.museum/guid/UWBM:Mamm:20151",NA,NA,NA,"Chordata",44,"skull","<i>Erethizon dorsatum</i> (accepted ID) identified by unknown on 2017-07-11; method: legacy","DWC_ARCHIVE","US","06fcbbf0-0562-11d8-b851-b8a03c50a862",NA,NA,"http://arctos.database.museum/guid/UWBM:Mamm:20151",NA,NA,NA,NA,NA,"Erethizon dorsatus (Linnaeus, 1758)",NA,NA,"Erethizon dorsatus",6066824,"dorsatus",NA,NA,NA,6066824,NA,"SPECIES",NA,NA,NA,"decimal degrees",NA,"before 2017-07-11","USA | Oregon | Wasco | Shaniko; 2.5 mi S, 1.75 mi W",NA,NA,NA,NA,2018-05-18
"2632","GBIF","GBIF61","specimen",1956-06-28,1956,"1950s",48.885355221465,-118.335836871863,"UWBM","PhysicalObject","Washington",NA,"http://vertnet.org/resources/norms.html","Washington","Ferry County",NA,NA,NA,NA,"PRESERVED_SPECIMEN",NA,NA,NA,"18937","Mammalia",359,"Curlew; Deer Creek Pass; 12 mi E, Washington, Ferry County, United States, NORTH_AMERICA","Mammal specimens",NA,"NORTH_AMERICA",NA,17527,"United States",61,NA,NA,NA,"830eb5d0-f762-11e1-a439-00145eb45e9a",NA,"2017-07-11T00:00:00.000+0000",28,NA,NA,NA,"ear from notch=41 mm; hind foot with claw=110 mm; tail length=220 mm; total length=855 mm; verbatim collector=W. Goodge ; verbatim collector=W. Goodge 485 ; sex=male",NA,NA,NA,NA,NA,NA,NA,"180",NA,"1956-06-28T00:00:00.000+0000",NA,"native",NA,"Erethizontidae",5498,NA,NA,NA,"United States","1702667183","Erethizon","Erethizon",2437593,"WGS84",NA,"unknown","2017-07-11 00:00:00.0","not recorded",NA,"unknown","unverified",NA,NA,"Animalia; Chordata; Mammalia; Rodentia; Erethizontidae;  (Linnaeus, 1758)","North America, United States, Washington, Ferry County",NA,NA,NA,NA,"A",NA,"legacy","unknown","http://arctos.database.museum/guid/UWBM:Mamm:18937?seid=3639101",1,NA,NA,"UWBM","http://biocol.org/urn:lsid:biocol.org:col:34878",NA,NA,"US",1702667183,"Animalia",1,"en","2018-05-09T08:35:24.377+0000","2018-02-03T19:53:05.393+0000","2017-11-29T18:00:00.913+0000",NA,NA,NA,NA,NA,"http://creativecommons.org/publicdomain/zero/1.0/legalcode",NA,NA,"Curlew; Deer Creek Pass; 12 mi E","unknown",NA,"; VERBATIMCOORDINATESYSTEM: decimal degrees; GEOREFERENCEDBY: Jasmine Gallaher (UWBM); GEOREFERENCEDDATE: 7 Apr 1999; GEOREFERENCESOURCES: GNIS; GEOREFERENCEVERIFICATIONSTATUS: requires verification",NA,NA,"2017-07-25T20:35:45.000+0000",6,NA,NA,NA,"ICZN","http://arctos.database.museum/guid/UWBM:Mamm:18937?seid=3639101",NA,NA,"Rodentia",1459,"http://arctos.database.museum/guid/UWBM:Mamm:18937",NA,NA,NA,"Chordata",44,"skull; skin, study","<i>Erethizon dorsatum</i> (accepted ID) identified by unknown on 2017-07-11; method: legacy","DWC_ARCHIVE","US","06fcbbf0-0562-11d8-b851-b8a03c50a862",NA,NA,"http://arctos.database.museum/guid/UWBM:Mamm:18937",NA,NA,NA,NA,NA,"Erethizon dorsatus (Linnaeus, 1758)",NA,"MALE","Erethizon dorsatus",6066824,"dorsatus",NA,NA,NA,6066824,NA,"SPECIES",NA,NA,NA,"decimal degrees",NA,"before 2017-07-11","USA | Washington | Ferry | Curlew; Deer Creek Pass; 12 mi E",NA,NA,NA,NA,2018-05-18
"2677","GBIF","GBIF62","specimen",1955-08-09,1955,"1950s",44.0580538794842,-120.983648090737,"KU","PhysicalObject","Oregon",NA,"http://biodiversity.ku.edu/research/university-kansas-biodiversity-institute-data-publication-and-use-norms","Oregon","DESCHUTES CO",NA,NA,NA,NA,"PRESERVED_SPECIMEN",NA,NA,NA,"148959","Mammalia",359,"BEND, 16.5 MI E OF, Oregon, DESCHUTES CO, United States, NORTH_AMERICA","KUM",NA,"NORTH_AMERICA",NA,NA,"United States",86,NA,NA,NA,"1d04e739-98a9-4e16-9970-8f8f3bf9e9e3","University of Kansas Biodiversity Institute Mammalogy Collection",NA,9,NA,NA,NA,"TotalLength: 590.0; TailLength: 150.0; HindFoot: 77.0; EarLength: 23.0",NA,NA,NA,NA,NA,NA,NA,NA,NA,"1955-08-09T00:00:00.000+0000",NA,NA,NA,"Erethizontidae",5498,NA,NA,NA,"United States","686476078","Erethizon","Erethizon",2437593,"WGS84",NA,"N Slade","2007-08-15",NA,NA,"Topozone",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"9641e060-1ed8-11e3-bfac-90b11c41863e",NA,NA,"epixanthus","KU","http://grbio.org/cool/iakn-125z",NA,NA,"US",686476078,"Animalia",1,"en","2018-05-08T20:28:21.336+0000","2018-05-08T15:49:24.440+0000","2018-05-08T15:48:35.453+0000",NA,NA,NA,NA,NA,"http://creativecommons.org/licenses/by/4.0/legalcode",NA,NA,"BEND, 16.5 MI E OF",NA,NA,NA,NA,NA,"2010-01-15T13:16:13.000+0000",8,NA,NA,NA,NA,"9641e060-1ed8-11e3-bfac-90b11c41863e",NA,NA,"Rodentia",1459,NA,NA,NA,NA,"Chordata",44,"Skin Complete;  Skull Complete",NA,"DWC_ARCHIVE","US","b554c320-0560-11d8-b851-b8a03c50a862","SCHWARTZ A",NA,NA,NA,NA,NA,NA,NA,"Erethizon dorsatus epixanthus Brandt, 1835",NA,NA,"Erethizon dorsatus",6066824,"dorsatus",NA,NA,NA,6066827,NA,"SUBSPECIES",NA,NA,NA,"decimal degrees",NA,NA,NA,NA,NA,NA,NA,2018-05-18
